scene_001.jpg	66 S=RSRES: REA PSRADAaUVARASL, CMGLHRNT—NASAE: AitieittRee tt, SA—-MORASSIARO. RPP, RASCAL HERRERA (Allaline) OH™ Ease BS 7 is at a HS 7 A “eeemothisik Oboes Bt / Pi (Acidic/Neutral) Ht TAY eB a OD RROMAET
scene_002.jpg	© TR AWRIET, HEBERF Mn0Op BARR © ZERCROTMIHIEIOK, HERE Zn BER Offa + TPES, BE= ARE — TH, Lb Zn SFE, [aI MnO2 YbFRSteenie? — JIE FER" Herein, we decouple..." 44 HA9 FA 3 iad es at:
scene_003.jpg	© SOR-B10: SLERERSH BSR CARAPEAd, SITES HTS RER. SORES NESS, BI DAIWA ASAT ROOM. @}) 28-210 (Rx) " Herein, we decouple the working conditions of the MnOz cathode and Zn anode so as to enable both acidic MnO2 and alkaline Zn redox fence in a single cell." = agi 3 Spon ie fala gL (lakers ochre
scene_004.jpg	© BOR-B1F: ARBRE BOR eORAAPENA, SIME TSS. ADRES PNGS, SIDA IMUM wASATR DOM. @ sme-215 (mx "Herein, we decouple the working conditions of the MnO2 cathode and Zn anode so as to enable both acidic MnO2 and alkaline Zn redox reactions in a single cell.” "Herein, we" | “decouple” | Se es El eva et oo A 
scene_005.jpg	" Herein, we decouple the working conditions of the MnOz cathode and Zn anode so as to enable both acidic MnOz and alkaline Zn redox reactions in a single cell." "Herein, we" "decouple" BiSSid: EMR A LIE wk via: WBARARAB! KBPARCATS PMNS RUSSIA: ‘nihH) Decoupling ZAI=RM AE. ATER SAL, "Herein, we' ZAK
scene_006.jpg	byl: Decouplingelectrolytes:towards:stable-and:high-energy’rechargeable-aqueous:zinc = manganese:dioxide-batteries. "Herein, we decouple the working conditions of the MnO2 cathode and Zn anode so as to enable both acidic MnO2 and alkaline Zn redox reactions in a single cell.” “Herein, we" “decouple”
scene_007.jpg	(© SBPURR-S82-34): SHE, Bz E SB1DIRT "decouple", (AX MEAMHR: AAR NSBERTEIAS. 82. 3 ARSE SSE, RAM, ARAB WMS, Lhbsst sat @ #28: she, B= ez eit "In our design (Fig. 1), we use both an alkaline and an acidic electrolyte in two chambers separated by a neutral electrolyte to avoid their neutralization." ©
scene_008.jpg	ORMN+tI: E#Ez205/\RHR SRG: MLES, MAIREAD "decouple the working conditions"2—Nare (PRIS BESS: WRRRA"acidic MnOz Kk, RETR A ATT Hine. 1S! and alkaline Zn ina single cell", $—RALE"X HER RE, ARRESTS SAME? “—PRUSZZIS |, SRA WHEE, PHLSEwS hE RNEe AWE, IDE RER. Be TE: DSRS, ACiRAaAT FEMALES ESAS |\A BR — A
scene_009.jpg	4) if] Withsuch-a-design,-the- decoupled: Zn-MnO+ battery-(DZMB)-has:an fiJi8 J Tealso-demonstrates-excellent-eyclability,-with-only 2%capacity-fading after depeycling for OR GNCAS RSIS) - (55 4 G24 6 416.1 A-scaled-up-DZMB-pat incorporating: a wind: and: photovoltaic: hybrid: energy: harvesting: sy
scene_010.jpg	A FIXA BER SW AGRI UA) RR) « BABAR — HET Decoupling electrolytes towards ‘stable and ‘high-energy | rechargeable aqueous zinc-manganese dioxide batteries ay * 58 Litatalis 44: BRESS 2.83V, 1,621.7 Wh kg 200h FRE
scene_011.jpg	s @ iret > Hiei = tE PRs] x BARR — FET Decoupling electrolytes towards ‘stable and (high-energy) rechargeable aqueous zinc-manganese dioxide batteries * + S55): aja A > RSS 200} BEE 7 Wh kg
scene_012.jpg	With such a design, the decoupled Zn—MnO, battery (DZMB) has an exceptionally high open-circuit voltage of EA's and a specific energy density of oa = JE (Open-circuit voltage) (REIGNS (Specific energy density) 2.83 1,621.7 Wh kgmno,? exceptionally high XB REPS | © (FSRRGRERIE, REET highreneroy”)
scene_013.jpg	| Seats SIH | US ites Stable =P tA It also demonstrates excellent cyclability, with only capacity fading after deep cycling for ( es 200 RE 2% RH yea ig) ores ee Me Se bea Sy | se ido te © el iti tia ntl iia) FRB Ite. i t g ak
scene_014.jpg	enero wearers Sharh ales a ae AACE Ensee res Po © KAVERREE, HEtinehes FEE aetna Hae, high-energy stable $845); 2.83V / 1,621.7 Wh kg? $854): 200h Re 2%
scene_015.jpg	energy harvesting system was also assembled to work as a closed energy system to power light-emitting diode (LED) panels. S270 The cell energy density of the DZMB with a capacity of 3.33 Ah reaches 90 Wh kgce * (normalized by the total mass of the electrodes, electrolytes and membranes), which almos
